"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Credit Card (TG)","","19-09-2022","KITCHEN STUFF PLUS 15 TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","kitchen supplies",76.34$,0.00$,"Reconciled"
"Credit Card (TG)","","19-09-2022","PRESTO DONLANDS STN TORONTO ON","Cumulative: Public Transportation","Cumulative","Public Transportation","",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","19-09-2022","PRESTO ALDERSHOT RELOA BURLINGTON ON","Cumulative: Public Transportation","Cumulative","Public Transportation","",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","19-09-2022","SP COLLECTIVE ARTS B HAMILTON ON","Cumulative: Gifts","Cumulative","Gifts","for simpsons",45.95$,0.00$,"Reconciled"
"Everyday Checking (TG)","","19-09-2022","Transfer : Glebeholme Expenses","","","","payback from simposons",0.00$,542.19$,"Reconciled"
"Cash","","17-09-2022","birthdays","Cumulative: Gifts","Cumulative","Gifts","for Alexis' birthday picninc",20.00$,0.00$,"Reconciled"
"Credit Card (TG)","","16-09-2022","Amazon","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice","blow dryer",146.44$,0.00$,"Reconciled"
"Credit Card (TG)","","16-09-2022","Amazon","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice","blow dryer",21.52$,0.00$,"Reconciled"
"Everyday Checking (TG)","","15-09-2022","INTERAC e-Transfer To: Darcy Martin","Cumulative: Travel","Cumulative","Travel","camping costs",143.27$,0.00$,"Reconciled"
"Credit Card (TG)","","15-09-2022","SP SHOP.DAVIDCCOOK COLORADO SPRI CO","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","curriculum",121.07$,0.00$,"Reconciled"
"Everyday Checking (TG)","","15-09-2022","INTERAC e-Transfer To: Mira Kim","Cumulative: Exercise","Cumulative","Exercise","frisbee",100.00$,0.00$,"Reconciled"
"Credit Card (TG)","","15-09-2022","No Frills","Monthly: Groceries","Monthly","Groceries","",55.34$,0.00$,"Reconciled"
"Everyday Checking (TG)","","15-09-2022","INTERAC e-Transfer To: Elysia FT","Cumulative: Travel","Cumulative","Travel","bike trip costs",22.70$,0.00$,"Reconciled"
"Everyday Checking (TG)","","15-09-2022","Beattie Book Solutions","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1614.18$,"Reconciled"
"Credit Card (TG)","","14-09-2022","Home Depot","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","hanging rod",127.25$,0.00$,"Reconciled"
"Cash","","14-09-2022","Bar","Cumulative: Eating Out","Cumulative","Eating Out","drinks with Comic potential folks",24.00$,0.00$,"Reconciled"
"Credit Card (TG)","","14-09-2022","Home Depot","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","hanging rod",7.66$,0.00$,"Reconciled"
"Credit Card (TG)","","14-09-2022","DOLLARAMA # 764 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",5.65$,0.00$,"Reconciled"
"Credit Card (TG)","","14-09-2022","Home Depot","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","refund for hanging rod stuff",0.00$,22.25$,"Reconciled"
"Credit Card (TG)","","13-09-2022","Canadian Tire","Cumulative: Car","Cumulative","Car","",71.19$,0.00$,"Reconciled"
"Credit Card (TG)","","13-09-2022","HELLOFRESH Toronto ON","Monthly: Groceries","Monthly","Groceries","refund",0.00$,134.99$,"Reconciled"
"Timmy's Trade (WS)","","13-09-2022","Investment Gain/Loss","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss","",0.00$,610.37$,"Reconciled"
"Timmy's Invest (WS)","","13-09-2022","Investment Gain/Loss","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss","",0.00$,849.87$,"Reconciled"
"Viv's Invest (WS)","","13-09-2022","Investment Gain/Loss","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss","",0.00$,870.48$,"Reconciled"
"Credit Card (TG)","","12-09-2022","Amazon","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","shelves for spices",76.82$,0.00$,"Reconciled"
"Credit Card (TG)","","12-09-2022","ZEHRS #580 ORILLIA ON","Cumulative: Travel","Cumulative","Travel","bike trip",62.33$,0.00$,"Reconciled"
"Credit Card (TG)","","12-09-2022","La Vie En Rose","Cumulative: Clothes","Cumulative","Clothes","",56.39$,0.00$,"Reconciled"
"Credit Card (TG)","","12-09-2022","LS THE BIKE STOP OF OR ORILLIA ON","Cumulative: Travel","Cumulative","Travel","bike trip",27.12$,0.00$,"Reconciled"
"Credit Card (TG)","","12-09-2022","PRESTO WOODBINE STN TORONTO ON","Cumulative: Public Transportation","Cumulative","Public Transportation","",26.00$,0.00$,"Reconciled"
"Credit Card (TG)","","12-09-2022","ZAYZOUN MEDITERRAN ETOBICOKE ON","Cumulative: Eating Out","Cumulative","Eating Out","",16.63$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","12-09-2022","MOBILE DEPOSIT","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",0.00$,448.31$,"Reconciled"
"Credit Card (TG)","","09-09-2022","Value Village","Cumulative: Clothes","Cumulative","Clothes","Timmy Clothes",10.16$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","08-09-2022","Transfer : Credit Card (TG)","","","","",3000.00$,0.00$,"Reconciled"
"Credit Card (TG)","","08-09-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","Lighting for Coleridge",223.07$,0.00$,"Reconciled"
"Credit Card (TG)","","08-09-2022","FIDO Mobile ******1514 ON","Monthly: Cellphone","Monthly","Cellphone","",90.66$,0.00$,"Reconciled"
"Credit Card (TG)","","08-09-2022","Home Depot","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","broom?",13.53$,0.00$,"Reconciled"
"Credit Card (TG)","","08-09-2022","DOLLARAMA # 764 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",10.17$,0.00$,"Reconciled"
"Credit Card (TG)","","08-09-2022","TORONTO EAST HOME HARD TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","screws for hanging things",7.89$,0.00$,"Reconciled"
"Credit Card (TG)","","08-09-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","cdn tire refund",0.00$,33.89$,"Reconciled"
"Credit Card (TG)","","08-09-2022","Transfer : Viv's Paycheck (TD)","","","","",0.00$,3000.00$,"Reconciled"
"Credit Card (TG)","","07-09-2022","HELLOFRESH Toronto ON","Monthly: Groceries","Monthly","Groceries","",134.99$,0.00$,"Reconciled"
"Everyday Checking (TG)","","07-09-2022","INTERAC e-Transfer To: Darcy Martin","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","Ikea organization stuff",85.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","07-09-2022","INTERAC e-Transfer To: Linda bookshelf","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","Book shelf for pantry",25.00$,0.00$,"Reconciled"
"Credit Card (TG)","","07-09-2022","No Frills","Monthly: Groceries","Monthly","Groceries","",22.66$,0.00$,"Reconciled"
"Glebeholme Expenses","","07-09-2022","Simpsons","Hidden Categories: Hydro","Hidden Categories","Hydro","august hydro",0.00$,35.62$,"Reconciled"
"Credit Card (TG)","","06-09-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",100.00$,0.00$,"Reconciled"
"Credit Card (TG)","","06-09-2022","MUSKOKA TRADING POST WAHTA ON","Cumulative: Car","Cumulative","Car","",50.70$,0.00$,"Reconciled"
"Credit Card (TG)","","06-09-2022","MECP-GRUNDY LK PPARK BRITT ON","Cumulative: Travel","Cumulative","Travel","*parking for camping! tax deductible",42.39$,0.00$,"Reconciled"
"Credit Card (TG)","","06-09-2022","WORLD VISION MISSISSAUGA ON","Tax Deductible: God's Money","Tax Deductible","God's Money","",39.00$,0.00$,"Reconciled"
"Credit Card (TG)","","06-09-2022","AID TO WOMEN TORONTO ON","Tax Deductible: God's Money","Tax Deductible","God's Money","",37.00$,0.00$,"Reconciled"
"Credit Card (TG)","","06-09-2022","Shoppers Drug Mart","Cumulative: Travel","Cumulative","Travel","",31.04$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","06-09-2022","MOBILE DEPOSIT","Tax Deductible: Medical","Tax Deductible","Medical","dentist reimbursement",0.00$,277.01$,"Reconciled"
"Everyday Checking (TG)","","02-09-2022","EFT Withdrawal to TORONTO HYDRO","Hidden Categories: Hydro","Hidden Categories","Hydro","",85.45$,0.00$,"Reconciled"
"Credit Card (TG)","","02-09-2022","PIONEER # 368 TORONTO ON","Cumulative: Car","Cumulative","Car","",60.58$,0.00$,"Reconciled"
"Credit Card (TG)","","02-09-2022","DOLLARAMA # 764 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",41.81$,0.00$,"Reconciled"
"Everyday Checking (TG)","","02-09-2022","EFT Withdrawal to Economical Ins.","Hidden Categories: Rent","Hidden Categories","Rent","",33.02$,0.00$,"Reconciled"
"Credit Card (TG)","","02-09-2022","Value Mart","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","\",17.43$,0.00$,"Reconciled"
"Credit Card (TG)","","02-09-2022","TORONTO EAST HOME HARD TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",12.41$,0.00$,"Reconciled"
"Credit Card (TG)","","02-09-2022","TORONTO EAST HOME HARD TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",5.63$,0.00$,"Reconciled"
"Credit Card (TG)","","01-09-2022","Bed Bath & Beyond","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",207.97$,0.00$,"Reconciled"
"Credit Card (TG)","","01-09-2022","2022 TO WATERFRONT 42K LONDON ON","Cumulative: Exercise","Cumulative","Exercise","",174.08$,0.00$,"Reconciled"
"Credit Card (TG)","","01-09-2022","HELLOFRESH Toronto ON","Monthly: Groceries","Monthly","Groceries","",104.99$,0.00$,"Reconciled"
"Credit Card (TG)","","01-09-2022","HELLOFRESH Toronto ON","Monthly: Groceries","Monthly","Groceries","",7.96$,0.00$,"Reconciled"
"Everyday Checking (TG)","","01-09-2022","Beattie Book Solutions","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1614.18$,"Reconciled"
"Credit Card (TG)","","31-08-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",70.00$,0.00$,"Reconciled"
"Credit Card (TG)","","31-08-2022","Value Mart","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",50.07$,0.00$,"Reconciled"
"Credit Card (TG)","","31-08-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",30.00$,0.00$,"Reconciled"
"Credit Card (TG)","","31-08-2022","KINTON RAMEN MISSISSAUGA ON","Cumulative: Eating Out","Cumulative","Eating Out","",25.98$,0.00$,"Reconciled"
"Credit Card (TG)","","31-08-2022","Whole Foods","Tax Deductible: Medical","Tax Deductible","Medical","soap",24.49$,0.00$,"Reconciled"
"Credit Card (TG)","","31-08-2022","UNION STATION - TVM TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",17.70$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","31-08-2022","MONTHLY ACCOUNT FEE","Cumulative: Fees","Cumulative","Fees","",10.95$,0.00$,"Reconciled"
"Credit Card (TG)","","31-08-2022","PRESTO WOODBINE STN TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",3.25$,0.00$,"Reconciled"
"Everyday Checking (TG)","","31-08-2022","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.07$,"Reconciled"
"CC Rewards (TG)","","31-08-2022","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.13$,"Reconciled"
"Viv's Paycheck (TD)","","31-08-2022","ACCT BAL REBATE","Cumulative: Fees","Cumulative","Fees","",0.00$,10.95$,"Reconciled"
"Glebeholme Expenses","","31-08-2022","Simpsons","Cumulative: Car","Cumulative","Car","gas - aug",0.00$,20.00$,"Reconciled"
"Reconcile account","","31-08-2022","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","Vivian's Pension",0.00$,275.00$,"Reconciled"
"Viv's Paycheck (TD)","","31-08-2022","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,2159.87$,"Reconciled"
"Cash","","30-08-2022","Kijiji","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","Bought rug",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","30-08-2022","M&F MANGEMENT ON","Cumulative: Special Splurge","Cumulative","Special Splurge","$50 guaruntee from Uhaul",0.00$,50.00$,"Reconciled"
"Cash","","30-08-2022","Kijiji","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","sold wardrobes",0.00$,400.00$,"Reconciled"
"Viv's Paycheck (TD)","","29-08-2022","Costco","Monthly: Groceries","Monthly","Groceries","Split (1/2) ",125.00$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","29-08-2022","Costco","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","Split (2/2) ",173.01$,0.00$,"Reconciled"
"Credit Card (TG)","","29-08-2022","NOFRILLS ROCCA'S #3931 TORONTO ON","Monthly: Groceries","Monthly","Groceries","",109.08$,0.00$,"Reconciled"
"Credit Card (TG)","","29-08-2022","CUMIN FINE INDIAN KITC ON","Cumulative: Eating Out","Cumulative","Eating Out","moving expenses",72.53$,0.00$,"Reconciled"
"Credit Card (TG)","","29-08-2022","THE WREN TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","moving expenses",58.01$,0.00$,"Reconciled"
"Everyday Checking (TG)","","29-08-2022","INTERAC e-Transfer To: Elysia FT","Cumulative: Special Splurge","Cumulative","Special Splurge","moving expenses",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","29-08-2022","Shoppers Drug Mart","Tax Deductible: Medical","Tax Deductible","Medical","",16.93$,0.00$,"Reconciled"
"CC Rewards (TG)","","27-08-2022","Credit Card Rewards Redemption","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,34.78$,"Reconciled"
"Credit Card (TG)","","26-08-2022","Home Depot","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","vaccuum",405.64$,0.00$,"Reconciled"
"Credit Card (TG)","","26-08-2022","Home Depot","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","vacuum got refunded",292.64$,0.00$,"Reconciled"
"Credit Card (TG)","","26-08-2022","Busbud Montreal QC","Cumulative: Weddings","Cumulative","Weddings","bus from lise's bachellorette",58.02$,0.00$,"Reconciled"
"Credit Card (TG)","","26-08-2022","TORONTO EAST HOME HARD TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",57.55$,0.00$,"Reconciled"
"Credit Card (TG)","","26-08-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",15.79$,0.00$,"Reconciled"
"Glebeholme Expenses","","26-08-2022","Simpsons","Cumulative: Eating Out","Cumulative","Eating Out","cumin kitchen with Chris",0.00$,36.26$,"Reconciled"
"Credit Card (TG)","","26-08-2022","Home Depot","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","vacuum refund",0.00$,292.64$,"Reconciled"
"Viv's Paycheck (TD)","","25-08-2022","E-TRANSFER ***hAk","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","gift from elysia",0.00$,70.00$,"Reconciled"
"Viv's Paycheck (TD)","","25-08-2022","TD ATM DEP 007199","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS","",0.00$,175.00$,"Reconciled"
"Viv's Paycheck (TD)","","25-08-2022","TD ATM DEP 007197","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS","",0.00$,200.00$,"Reconciled"
"Everyday Checking (TG)","","24-08-2022","Intact Insurance Company","Cumulative: Car","Cumulative","Car","",139.95$,0.00$,"Reconciled"
"Credit Card (TG)","","24-08-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",136.74$,0.00$,"Reconciled"
"Credit Card (TG)","","24-08-2022","BAYVIEW PAINTS & D Toronto ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","paint",102.80$,0.00$,"Reconciled"
"Credit Card (TG)","","24-08-2022","MADE TO MOVE NORTH VANCOUV BC","Tax Deductible: Medical","Tax Deductible","Medical","chiro",90.00$,0.00$,"Reconciled"
"Credit Card (TG)","","24-08-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","refund",0.00$,18.07$,"Reconciled"
"Credit Card (TG)","","23-08-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",364.88$,0.00$,"Reconciled"
"Credit Card (TG)","","23-08-2022","NOFRILLS ROCCA'S #3931 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",176.96$,0.00$,"Reconciled"
"Credit Card (TG)","","23-08-2022","CUMIN FINE INDIAN KITC ON","Cumulative: Eating Out","Cumulative","Eating Out","",57.32$,0.00$,"Reconciled"
"Credit Card (TG)","","23-08-2022","NOFRILLS ROCCA'S #3931 TORONTO ON","Monthly: Groceries","Monthly","Groceries","",18.59$,0.00$,"Reconciled"
"Everyday Checking (TG)","","22-08-2022","INTERAC e-Transfer To: Yifan Yu","Hidden Categories: Rent","Hidden Categories","Rent","last months rent",1600.00$,0.00$,"Reconciled"
"Credit Card (TG)","","22-08-2022","BELL CANADA (OB) MONTREAL QC","Monthly: Internet","Monthly","Internet","",101.64$,0.00$,"Reconciled"
"Credit Card (TG)","","22-08-2022","THE DAILY WIRE 8186999948","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies","watching the woman documentary",18.58$,0.00$,"Reconciled"
"Credit Card (TG)","","22-08-2022","CELENA'S BAKERY TORONTO ON","Monthly: Groceries","Monthly","Groceries","bread",5.50$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","22-08-2022","SQUARE CANADA I MSP","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS","",0.00$,25.00$,"Reconciled"
"Everyday Checking (TG)","","20-08-2022","INTERAC e-Transfer To: Yifan Yu","Hidden Categories: Rent","Hidden Categories","Rent","first months rent",1600.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","20-08-2022","Withdrawal - Scotiabank ABM","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS","",300.00$,0.00$,"Reconciled"
"Credit Card (TG)","","19-08-2022","Amazon","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS","cards",59.37$,0.00$,"Reconciled"
"Credit Card (TG)","","19-08-2022","WELL.CA GUELPH ON","Monthly: Groceries","Monthly","Groceries","Split (1/2) ",28.48$,0.00$,"Reconciled"
"Credit Card (TG)","","19-08-2022","WELL.CA GUELPH ON","Tax Deductible: Medical","Tax Deductible","Medical","Split (2/2) ",28.48$,0.00$,"Reconciled"
"Glebeholme Expenses","","19-08-2022","Simpsons","Monthly: Internet","Monthly","Internet","internet aug",0.00$,50.82$,"Reconciled"
"Credit Card (TG)","","18-08-2022","THE LANSDOWNE CONE TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","icecream after frisbee",4.50$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","17-08-2022","Transfer : Credit Card (TG)","","","","",3333.00$,0.00$,"Reconciled"
"Credit Card (TG)","","17-08-2022","LOBLAWS STORE #179 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",5.98$,0.00$,"Reconciled"
"Everyday Checking (TG)","","17-08-2022","INTERAC e-Transfer From: MR TRISTAN GALIPEAU","Cumulative: Exercise","Cumulative","Exercise","frisbee",0.00$,30.00$,"Reconciled"
"Everyday Checking (TG)","","17-08-2022","INTERAC e-Transfer From: JOEL ERHARDT","Cumulative: Exercise","Cumulative","Exercise","frisbee",0.00$,70.00$,"Reconciled"
"Credit Card (TG)","","17-08-2022","Transfer : Viv's Paycheck (TD)","","","","",0.00$,3333.00$,"Reconciled"
"Credit Card (TG)","","16-08-2022","DENTAL CARE GROUP TORONTO ON","Tax Deductible: Medical","Tax Deductible","Medical","",227.00$,0.00$,"Reconciled"
"Credit Card (TG)","","16-08-2022","NOFRILLS ROCCA'S #3931 TORONTO ON","Monthly: Groceries","Monthly","Groceries","",88.04$,0.00$,"Reconciled"
